Mod:Item:MetaData, Localized Name
gregtech:frame_lithium_titanate:2, 钛酸锂框架
gregtech:frame_lithium_titanate:3, 钛酸锂框架
gregtech:frame_lithium_titanate:4, 钛酸锂框架
gregtech:frame_lithium_titanate:5, 钛酸锂框架
gregtech:frame_lithium_titanate:6, 钛酸锂框架
gregtech:frame_lithium_titanate:7, 钛酸锂框架
gregtech:frame_lithium_titanate:8, 钛酸锂框架
gregtech:frame_lithium_titanate:9, 钛酸锂框架
gregtech:frame_lithium_titanate:10, 钛酸锂框架
gregtech:frame_lithium_titanate:11, 钛酸锂框架
gregtech:frame_lithium_titanate:12, 钛酸锂框架
gregtech:frame_lithium_titanate:13, 钛酸锂框架
gregtech:frame_lithium_titanate:14, 钛酸锂框架
gregtech:frame_lithium_titanate:15, 钛酸锂框架
gregtech:frame_black_steel:0, 黑钢框架
gregtech:frame_black_steel:1, 黑钢框架
gregtech:frame_black_steel:2, 黑钢框架
gregtech:frame_black_steel:3, 黑钢框架
gregtech:frame_black_steel:4, 黑钢框架
gregtech:frame_black_steel:5, 黑钢框架
gregtech:frame_black_steel:6, 黑钢框架
gregtech:frame_black_steel:7, 黑钢框架
gregtech:frame_black_steel:8, 黑钢框架
gregtech:frame_black_steel:9, 黑钢框架
gregtech:frame_black_steel:10, 黑钢框架
gregtech:frame_black_steel:11, 黑钢框架
gregtech:frame_black_steel:12, 黑钢框架
gregtech:frame_black_steel:13, 黑钢框架
gregtech:frame_black_steel:14, 黑钢框架
gregtech:frame_black_steel:15, 黑钢框架
gregtech:frame_black_titanium:0, 黑钛合金框架
gregtech:frame_black_titanium:1, 黑钛合金框架
gregtech:frame_black_titanium:2, 黑钛合金框架
gregtech:frame_black_titanium:3, 黑钛合金框架
gregtech:frame_black_titanium:4, 黑钛合金框架
gregtech:frame_black_titanium:5, 黑钛合金框架
gregtech:frame_black_titanium:6, 黑钛合金框架
gregtech:frame_black_titanium:7, 黑钛合金框架
gregtech:frame_black_titanium:8, 黑钛合金框架
gregtech:frame_black_titanium:9, 黑钛合金框架
gregtech:frame_black_titanium:10, 黑钛合金框架
gregtech:frame_black_titanium:11, 黑钛合金框架
gregtech:frame_black_titanium:12, 黑钛合金框架
gregtech:frame_black_titanium:13, 黑钛合金框架
gregtech:frame_black_titanium:14, 黑钛合金框架
gregtech:frame_black_titanium:15, 黑钛合金框架
gregtech:frame_metastable_hassium:0, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:1, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:2, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:3, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:4, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:5, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:6, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:7, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:8, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:9, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:10, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:11, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:12, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:13, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:14, 亚稳态钅黑框架
gregtech:frame_metastable_hassium:15, 亚稳态钅黑框架
gregtech:frame_taranium:0, 塔兰金属框架
gregtech:frame_taranium:1, 塔兰金属框架
gregtech:frame_taranium:2, 塔兰金属框架
gregtech:frame_taranium:3, 塔兰金属框架
gregtech:frame_taranium:4, 塔兰金属框架
gregtech:frame_taranium:5, 塔兰金属框架
gregtech:frame_taranium:6, 塔兰金属框架
gregtech:frame_taranium:7, 塔兰金属框架
gregtech:frame_taranium:8, 塔兰金属框架
gregtech:frame_taranium:9, 塔兰金属框架
gregtech:frame_taranium:10, 塔兰金属框架
gregtech:frame_taranium:11, 塔兰金属框架
gregtech:frame_taranium:12, 塔兰金属框架
gregtech:frame_taranium:13, 塔兰金属框架
gregtech:frame_taranium:14, 塔兰金属框架
gregtech:frame_taranium:15, 塔兰金属框架
gregtech:frame_incoloy813:0, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:1, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:2, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:3, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:4, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:5, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:6, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:7, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:8, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:9, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:10, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:11, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:12, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:13, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:14, 耐热铬铁合金-813框架
gregtech:frame_incoloy813:15, 耐热铬铁合金-813框架
gregtech:frame_pikyonium:0, 皮卡优合金框架
gregtech:frame_pikyonium:1, 皮卡优合金框架
gregtech:frame_pikyonium:2, 皮卡优合金框架
gregtech:frame_pikyonium:3, 皮卡优合金框架
gregtech:frame_pikyonium:4, 皮卡优合金框架
gregtech:frame_pikyonium:5, 皮卡优合金框架
gregtech:frame_pikyonium:6, 皮卡优合金框架
gregtech:frame_pikyonium:7, 皮卡优合金框架
gregtech:frame_pikyonium:8, 皮卡优合金框架
gregtech:frame_pikyonium:9, 皮卡优合金框架
gregtech:frame_pikyonium:10, 皮卡优合金框架
gregtech:frame_pikyonium:11, 皮卡优合金框架
gregtech:frame_pikyonium:12, 皮卡优合金框架
gregtech:frame_pikyonium:13, 皮卡优合金框架
gregtech:frame_pikyonium:14, 皮卡优合金框架
gregtech:frame_pikyonium:15, 皮卡优合金框架
gregtech:frame_seaborgium:0, 框架
gregtech:frame_seaborgium:1, 框架
gregtech:frame_seaborgium:2, 框架
gregtech:frame_seaborgium:3, 框架
gregtech:frame_seaborgium:4, 框架
gregtech:frame_seaborgium:5, 框架
gregtech:frame_seaborgium:6, 框架
gregtech:frame_seaborgium:7, 框架
gregtech:frame_seaborgium:8, 框架
gregtech:frame_seaborgium:9, 框架
gregtech:frame_seaborgium:10, 框架
gregtech:frame_seaborgium:11, 框架
gregtech:frame_seaborgium:12, 框架
gregtech:frame_seaborgium:13, 框架
gregtech:frame_seaborgium:14, 框架
gregtech:frame_seaborgium:15, 框架
gregtech:frame_gold:0, 金框架
gregtech:frame_gold:1, 金框架
gregtech:frame_gold:2, 金框架
gregtech:frame_gold:3, 金框架
gregtech:frame_gold:4, 金框架
gregtech:frame_gold:5, 金框架
gregtech:frame_gold:6, 金框架
gregtech:frame_gold:7, 金框架
gregtech:frame_gold:8, 金框架
gregtech:frame_gold:9, 金框架
gregtech:frame_gold:10, 金框架
gregtech:frame_gold:11, 金框架
gregtech:frame_gold:12, 金框架
gregtech:frame_gold:13, 金框架
gregtech:frame_gold:14, 金框架
gregtech:frame_gold:15, 金框架
gregtech:frame_americium:0, 镅框架
gregtech:frame_americium:1, 镅框架
gregtech:frame_americium:2, 镅框架
gregtech:frame_americium:3, 镅框架
gregtech:frame_americium:4, 镅框架
gregtech:frame_americium:5, 镅框架
gregtech:frame_americium:6, 镅框架
gregtech:frame_americium:7, 镅框架
gregtech:frame_americium:8, 镅框架
gregtech:frame_americium:9, 镅框架
gregtech:frame_americium:10, 镅框架
gregtech:frame_americium:11, 镅框架
gregtech:frame_americium:12, 镅框架
gregtech:frame_americium:13, 镅框架
gregtech:frame_americium:14, 镅框架
gregtech:frame_americium:15, 镅框架
gregtech:frame_iron:0, 铁框架
gregtech:frame_iron:1, 铁框架
gregtech:frame_iron:2, 铁框架
gregtech:frame_iron:3, 铁框架
gregtech:frame_iron:4, 铁框架
gregtech:frame_iron:5, 铁框架
gregtech:frame_iron:6, 铁框架
gregtech:frame_iron:7, 铁框架
gregtech:frame_iron:8, 铁框架
gregtech:frame_iron:9, 铁框架
gregtech:frame_iron:10, 铁框架
gregtech:frame_iron:11, 铁框架
gregtech:frame_iron:12, 铁框架
gregtech:frame_iron:13, 铁框架
gregtech:frame_iron:14, 铁框架
gregtech:frame_iron:15, 铁框架
gregtech:frame_cinobite:0, 西诺柏框架
gregtech:frame_cinobite:1, 西诺柏框架
gregtech:frame_cinobite:2, 西诺柏框架
gregtech:frame_cinobite:3, 西诺柏框架
gregtech:frame_cinobite:4, 西诺柏框架
gregtech:frame_cinobite:5, 西诺柏框架
gregtech:frame_cinobite:6, 西诺柏框架
gregtech:frame_cinobite:7, 西诺柏框架
gregtech:frame_cinobite:8, 西诺柏框架
gregtech:frame_cinobite:9, 西诺柏框架
gregtech:frame_cinobite:10, 西诺柏框架
gregtech:frame_cinobite:11, 西诺柏框架
gregtech:frame_cinobite:12, 西诺柏框架
gregtech:frame_cinobite:13, 西诺柏框架
gregtech:frame_cinobite:14, 西诺柏框架
gregtech:frame_cinobite:15, 西诺柏框架
gregtech:frame_steel:0, 钢框架
gregtech:frame_steel:1, 钢框架
gregtech:frame_steel:2, 钢框架
gregtech:frame_steel:3, 钢框架
gregtech:frame_steel:4, 钢框架
gregtech:frame_steel:5, 钢框架
gregtech:frame_steel:6, 钢框架
gregtech:frame_steel:7, 钢框架
gregtech:frame_steel:8, 钢框架
gregtech:frame_steel:9, 钢框架
gregtech:frame_steel:10, 钢框架
gregtech:frame_steel:11, 钢框架
gregtech:frame_steel:12, 钢框架
gregtech:frame_steel:13, 钢框架
gregtech:frame_steel:14, 钢框架
gregtech:frame_steel:15, 钢框架
gregtech:frame_tungsten_steel:0, 钨钢框架
gregtech:frame_tungsten_steel:1, 钨钢框架
gregtech:frame_tungsten_steel:2, 钨钢框架
gregtech:frame_tungsten_steel:3, 钨钢框架
gregtech:frame_tungsten_steel:4, 钨钢框架
gregtech:frame_tungsten_steel:5, 钨钢框架
gregtech:frame_tungsten_steel:6, 钨钢框架
gregtech:frame_tungsten_steel:7, 钨钢框架
gregtech:frame_tungsten_steel:8, 钨钢框架
gregtech:frame_tungsten_steel:9, 钨钢框架
gregtech:frame_tungsten_steel:10, 钨钢框架
gregtech:frame_tungsten_steel:11, 钨钢框架
gregtech:frame_tungsten_steel:12, 钨钢框架
gregtech:frame_tungsten_steel:13, 钨钢框架
gregtech:frame_tungsten_steel:14, 钨钢框架
gregtech:frame_tungsten_steel:15, 钨钢框架
gregtech:frame_zirconium_carbide:0, 碳化锆框架
gregtech:frame_zirconium_carbide:1, 碳化锆框架
gregtech:frame_zirconium_carbide:2, 碳化锆框架
gregtech:frame_zirconium_carbide:3, 碳化锆框架
gregtech:frame_zirconium_carbide:4, 碳化锆框架
gregtech:frame_zirconium_carbide:5, 碳化锆框架
gregtech:frame_zirconium_carbide:6, 碳化锆框架
gregtech:frame_zirconium_carbide:7, 碳化锆框架
gregtech:frame_zirconium_carbide:8, 碳化锆框架
gregtech:frame_zirconium_carbide:9, 碳化锆框架
gregtech:frame_zirconium_carbide:10, 碳化锆框架
gregtech:frame_zirconium_carbide:11, 碳化锆框架
gregtech:frame_zirconium_carbide:12, 碳化锆框架
gregtech:frame_zirconium_carbide:13, 碳化锆框架
gregtech:frame_zirconium_carbide:14, 碳化锆框架
gregtech:frame_zirconium_carbide:15, 碳化锆框架
gregtech:frame_vibranium:0, 振金框架
gregtech:frame_vibranium:1, 振金框架
gregtech:frame_vibranium:2, 振金框架
gregtech:frame_vibranium:3, 振金框架
gregtech:frame_vibranium:4, 振金框架
gregtech:frame_vibranium:5, 振金框架
gregtech:frame_vibranium:6, 振金框架
gregtech:frame_vibranium:7, 振金框架
gregtech:frame_vibranium:8, 振金框架
gregtech:frame_vibranium:9, 振金框架
gregtech:frame_vibranium:10, 振金框架
gregtech:frame_vibranium:11, 振金框架
gregtech:frame_vibranium:12, 振金框架
gregtech:frame_vibranium:13, 振金框架
gregtech:frame_vibranium:14, 振金框架
gregtech:frame_vibranium:15, 振金框架
gregtech:frame_mendelevium:0, 钔框架
gregtech:frame_mendelevium:1, 钔框架
gregtech:frame_mendelevium:2, 钔框架
gregtech:frame_mendelevium:3, 钔框架
gregtech:frame_mendelevium:4, 钔框架
gregtech:frame_mendelevium:5, 钔框架
gregtech:frame_mendelevium:6, 钔框架
gregtech:frame_mendelevium:7, 钔框架
gregtech:frame_mendelevium:8, 钔框架
gregtech:frame_mendelevium:9, 钔框架
gregtech:frame_mendelevium:10, 钔框架
gregtech:frame_mendelevium:11, 钔框架
gregtech:frame_mendelevium:12, 钔框架
gregtech:frame_mendelevium:13, 钔框架
gregtech:frame_mendelevium:14, 钔框架
gregtech:frame_mendelevium:15, 钔框架
gregtech:frame_tumbaga:0, 铜金合金框架
gregtech:frame_tumbaga:1, 铜金合金框架
gregtech:frame_tumbaga:2, 铜金合金框架
gregtech:frame_tumbaga:3, 铜金合金框架
gregtech:frame_tumbaga:4, 铜金合金框架
gregtech:frame_tumbaga:5, 铜金合金框架
gregtech:frame_tumbaga:6, 铜金合金框架
gregtech:frame_tumbaga:7, 铜金合金框架
gregtech:frame_tumbaga:8, 铜金合金框架
gregtech:frame_tumbaga:9, 铜金合金框架
gregtech:frame_tumbaga:10, 铜金合金框架
gregtech:frame_tumbaga:11, 铜金合金框架
gregtech:frame_tumbaga:12, 铜金合金框架
gregtech:frame_tumbaga:13, 铜金合金框架
gregtech:frame_tumbaga:14, 铜金合金框架
gregtech:frame_tumbaga:15, 铜金合金框架
gregtech:frame_hastelloy_x78:0, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:1, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:2, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:3, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:4, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:5, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:6, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:7, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:8, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:9, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:10, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:11, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:12, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:13, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:14, 哈斯特洛依合金-X78框架
gregtech:frame_hastelloy_x78:15, 哈斯特洛依合金-X78框架
gregtech:frame_titan_steel:0, 泰坦钢框架
gregtech:frame_titan_steel:1, 泰坦钢框架
gregtech:frame_titan_steel:2, 泰坦钢框架
gregtech:frame_titan_steel:3, 泰坦钢框架
gregtech:frame_titan_steel:4, 泰坦钢框架
gregtech:frame_titan_steel:5, 泰坦钢框架
gregtech:frame_titan_steel:6, 泰坦钢框架
gregtech:frame_titan_steel:7, 泰坦钢框架
gregtech:frame_titan_steel:8, 泰坦钢框架
gregtech:frame_titan_steel:9, 泰坦钢框架
gregtech:frame_titan_steel:10, 泰坦钢框架
gregtech:frame_titan_steel:11, 泰坦钢框架
gregtech:frame_titan_steel:12, 泰坦钢框架
gregtech:frame_titan_steel:13, 泰坦钢框架
gregtech:frame_titan_steel:14, 泰坦钢框架
gregtech:frame_titan_steel:15, 泰坦钢框架
gregtech:frame_trinium:0, 三元金属框架
gregtech:frame_trinium:1, 三元金属框架
gregtech:frame_trinium:2, 三元金属框架
gregtech:frame_trinium:3, 三元金属框架
gregtech:frame_trinium:4, 三元金属框架
gregtech:frame_trinium:5, 三元金属框架
gregtech:frame_trinium:6, 三元金属框架
gregtech:frame_trinium:7, 三元金属框架
gregtech:frame_trinium:8, 三元金属框架
gregtech:frame_trinium:9, 三元金属框架
gregtech:frame_trinium:10, 三元金属框架
gregtech:frame_trinium:11, 三元金属框架
gregtech:frame_trinium:12, 三元金属框架
gregtech:frame_trinium:13, 三元金属框架
gregtech:frame_trinium:14, 三元金属框架
gregtech:frame_trinium:15, 三元金属框架
gregtech:frame_hssg:0, 高速钢-G框架
gregtech:frame_hssg:1, 高速钢-G框架
gregtech:frame_hssg:2, 高速钢-G框架
gregtech:frame_hssg:3, 高速钢-G框架
gregtech:frame_hssg:4, 高速钢-G框架
gregtech:frame_hssg:5, 高速钢-G框架
gregtech:frame_hssg:6, 高速钢-G框架
gregtech:frame_hssg:7, 高速钢-G框架
gregtech:frame_hssg:8, 高速钢-G框架
gregtech:frame_hssg:9, 高速钢-G框架
gregtech:frame_hssg:10, 高速钢-G框架
gregtech:frame_hssg:11, 高速钢-G框架
gregtech:frame_hssg:12, 高速钢-G框架
gregtech:frame_hssg:13, 高速钢-G框架
gregtech:frame_hssg:14, 高速钢-G框架
gregtech:frame_hssg:15, 高速钢-G框架
gregtech:frame_talonite:0, 铬钴磷酸盐合金框架
gregtech:frame_talonite:1, 铬钴磷酸盐合金框架
gregtech:frame_talonite:2, 铬钴磷酸盐合金框架
gregtech:frame_talonite:3, 铬钴磷酸盐合金框架
gregtech:frame_talonite:4, 铬钴磷酸盐合金框架
gregtech:frame_talonite:5, 铬钴磷酸盐合金框架
gregtech:frame_talonite:6, 铬钴磷酸盐合金框架
gregtech:frame_talonite:7, 铬钴磷酸盐合金框架
gregtech:frame_talonite:8, 铬钴磷酸盐合金框架
gregtech:frame_talonite:9, 铬钴磷酸盐合金框架
gregtech:frame_talonite:10, 铬钴磷酸盐合金框架
gregtech:frame_talonite:11, 铬钴磷酸盐合金框架
gregtech:frame_talonite:12, 铬钴磷酸盐合金框架
gregtech:frame_talonite:13, 铬钴磷酸盐合金框架
gregtech:frame_talonite:14, 铬钴磷酸盐合金框架
gregtech:frame_talonite:15, 铬钴磷酸盐合金框架
gregtech:frame_hastelloy_k243:0, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:1, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:2, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:3, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:4, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:5, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:6, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:7, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:8, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:9, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:10, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:11, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:12, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:13, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:14, 哈斯特洛依合金-K243框架
gregtech:frame_hastelloy_k243:15, 哈斯特洛依合金-K243框架
gregtech:frame_einsteinium:0, 锿框架
gregtech:frame_einsteinium:1, 锿框架
gregtech:frame_einsteinium:2, 锿框架
gregtech:frame_einsteinium:3, 锿框架
gregtech:frame_einsteinium:4, 锿框架
gregtech:frame_einsteinium:5, 锿框架
gregtech:frame_einsteinium:6, 锿框架
gregtech:frame_einsteinium:7, 锿框架
gregtech:frame_einsteinium:8, 锿框架
gregtech:frame_einsteinium:9, 锿框架
gregtech:frame_einsteinium:10, 锿框架
gregtech:frame_einsteinium:11, 锿框架
gregtech:frame_einsteinium:12, 锿框架
gregtech:frame_einsteinium:13, 锿框架
gregtech:frame_einsteinium:14, 锿框架
gregtech:frame_einsteinium:15, 锿框架
gregtech:frame_bohrium:0, 框架
gregtech:frame_bohrium:1, 框架
gregtech:frame_bohrium:2, 框架
gregtech:frame_bohrium:3, 框架
gregtech:frame_bohrium:4, 框架
gregtech:frame_bohrium:5, 框架
gregtech:frame_bohrium:6, 框架
gregtech:frame_bohrium:7, 框架
gregtech:frame_bohrium:8, 框架
gregtech:frame_bohrium:9, 框架
gregtech:frame_bohrium:10, 框架
gregtech:frame_bohrium:11, 框架
gregtech:frame_bohrium:12, 框架
gregtech:frame_bohrium:13, 框架
gregtech:frame_bohrium:14, 框架
gregtech:frame_bohrium:15, 框架
gregtech:frame_hdcs:0, 高强度复合钢框架
gregtech:frame_hdcs:1, 高强度复合钢框架
gregtech:frame_hdcs:2, 高强度复合钢框架
gregtech:frame_hdcs:3, 高强度复合钢框架
gregtech:frame_hdcs:4, 高强度复合钢框架
gregtech:frame_hdcs:5, 高强度复合钢框架
gregtech:frame_hdcs:6, 高强度复合钢框架
gregtech:frame_hdcs:7, 高强度复合钢框架
gregtech:frame_hdcs:8, 高强度复合钢框架
gregtech:frame_hdcs:9, 高强度复合钢框架
gregtech:frame_hdcs:10, 高强度复合钢框架
gregtech:frame_hdcs:11, 高强度复合钢框架
gregtech:frame_hdcs:12, 高强度复合钢框架
gregtech:frame_hdcs:13, 高强度复合钢框架
gregtech:frame_hdcs:14, 高强度复合钢框架
gregtech:frame_hdcs:15, 高强度复合钢框架
gregtech:frame_heavy_quark_degenerate_matter:0, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:1, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:2, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:3, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:4, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:5, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:6, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:7, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:8, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:9, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:10, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:11, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:12, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:13, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:14, 重夸克简并物质框架
gregtech:frame_heavy_quark_degenerate_matter:15, 重夸克简并物质框架
gregtech:frame_titanium:0, 钛框架
gregtech:frame_titanium:1, 钛框架
gregtech:frame_titanium:2, 钛框架
gregtech:frame_titanium:3, 钛框架
gregtech:frame_titanium:4, 钛框架
gregtech:frame_titanium:5, 钛框架
gregtech:frame_titanium:6, 钛框架
gregtech:frame_titanium:7, 钛框架
gregtech:frame_titanium:8, 钛框架
gregtech:frame_titanium:9, 钛框架
gregtech:frame_titanium:10, 钛框架
gregtech:frame_titanium:11, 钛框架
gregtech:frame_titanium:12, 钛框架
gregtech:frame_titanium:13, 钛框架
gregtech:frame_titanium:14, 钛框架
gregtech:frame_titanium:15, 钛框架
gregtech:ga_cable:755, 1x 渊狱合金导线
gregtech:ga_cable:1755, 2x 渊狱合金导线
gregtech:ga_cable:2755, 4x 渊狱合金导线
gregtech:ga_cable:3755, 8x 渊狱合金导线
gregtech:ga_cable:4755, 16x 渊狱合金导线
gregtech:ga_cable:5755, 1x 渊狱合金线缆
gregtech:ga_cable:6755, 2x 渊狱合金线缆
gregtech:ga_cable:7755, 4x 渊狱合金线缆
gregtech:ga_cable:8755, 8x 渊狱合金线缆
gregtech:ga_cable:9755, 16x 渊狱合金线缆
gregtech:ga_cable:856, 1x 黑钛合金导线
gregtech:ga_cable:1856, 2x 黑钛合金导线
gregtech:ga_cable:2856, 4x 黑钛合金导线
gregtech:ga_cable:3856, 8x 黑钛合金导线
gregtech:ga_cable:4856, 16x 黑钛合金导线
gregtech:ga_cable:5856, 1x 黑钛合金线缆
gregtech:ga_cable:6856, 2x 黑钛合金线缆
gregtech:ga_cable:7856, 4x 黑钛合金线缆
gregtech:ga_cable:8856, 8x 黑钛合金线缆
gregtech:ga_cable:9856, 16x 黑钛合金线缆
gregtech:ga_cable:721, 1x 西诺柏导线
gregtech:ga_cable:1721, 2x 西诺柏导线
gregtech:ga_cable:2721, 4x 西诺柏导线
gregtech:ga_cable:3721, 8x 西诺柏导线
gregtech:ga_cable:4721, 16x 西诺柏导线
gregtech:ga_cable:5721, 1x 西诺柏线缆
gregtech:ga_cable:6721, 2x 西诺柏线缆
gregtech:ga_cable:7721, 4x 西诺柏线缆
gregtech:ga_cable:8721, 8x 西诺柏线缆
gregtech:ga_cable:9721, 16x 西诺柏线缆
gregtech:ga_cable:733, 1x 富集硅岩合金导线
gregtech:ga_cable:1733, 2x 富集硅岩合金导线
gregtech:ga_cable:2733, 4x 富集硅岩合金导线
gregtech:ga_cable:3733, 8x 富集硅岩合金导线
gregtech:ga_cable:4733, 16x 富集硅岩合金导线
gregtech:ga_cable:5733, 1x 富集硅岩合金线缆
gregtech:ga_cable:6733, 2x 富集硅岩合金线缆
gregtech:ga_cable:7733, 4x 富集硅岩合金线缆
gregtech:ga_cable:8733, 8x 富集硅岩合金线缆
gregtech:ga_cable:9733, 16x 富集硅岩合金线缆
gregtech:ga_cable:993, 1x 中子素导线
gregtech:ga_cable:1993, 2x 中子素导线
gregtech:ga_cable:2993, 4x 中子素导线
gregtech:ga_cable:3993, 8x 中子素导线
gregtech:ga_cable:4993, 16x 中子素导线
gregtech:ga_cable:5993, 1x 中子素线缆
gregtech:ga_cable:6993, 2x 中子素线缆
gregtech:ga_cable:7993, 4x 中子素线缆
gregtech:ga_cable:8993, 8x 中子素线缆
gregtech:ga_cable:9993, 16x 中子素线缆
gregtech:ga_cable:852, 1x 皮卡优合金导线
gregtech:ga_cable:1852, 2x 皮卡优合金导线
gregtech:ga_cable:2852, 4x 皮卡优合金导线
gregtech:ga_cable:3852, 8x 皮卡优合金导线
gregtech:ga_cable:4852, 16x 皮卡优合金导线
gregtech:ga_cable:5852, 1x 皮卡优合金线缆
gregtech:ga_cable:6852, 2x 皮卡优合金线缆
gregtech:ga_cable:7852, 4x 皮卡优合金线缆
gregtech:ga_cable:8852, 8x 皮卡优合金线缆
gregtech:ga_cable:9852, 16x 皮卡优合金线缆
gregtech:ga_cable:854, 1x 泰坦钢导线
gregtech:ga_cable:1854, 2x 泰坦钢导线
gregtech:ga_cable:2854, 4x 泰坦钢导线
gregtech:ga_cable:3854, 8x 泰坦钢导线
gregtech:ga_cable:4854, 16x 泰坦钢导线
gregtech:ga_cable:5854, 1x 泰坦钢线缆
gregtech:ga_cable:6854, 2x 泰坦钢线缆
gregtech:ga_cable:7854, 4x 泰坦钢线缆
gregtech:ga_cable:8854, 8x 泰坦钢线缆
gregtech:ga_cable:9854, 16x 泰坦钢线缆
gregtech:ga_cable:855, 1x 碳化钨钛合金导线
gregtech:ga_cable:1855, 2x 碳化钨钛合金导线
gregtech:ga_cable:2855, 4x 碳化钨钛合金导线
gregtech:ga_cable:3855, 8x 碳化钨钛合金导线
gregtech:ga_cable:4855, 16x 碳化钨钛合金导线
gregtech:ga_cable:5855, 1x 碳化钨钛合金线缆
gregtech:ga_cable:6855, 2x 碳化钨钛合金线缆
gregtech:ga_cable:7855, 4x 碳化钨钛合金线缆
gregtech:ga_cable:8855, 8x 碳化钨钛合金线缆
gregtech:ga_cable:9855, 16x 碳化钨钛合金线缆
gregtech:ga_cable:737, 1x UEV超导体导线
gregtech:ga_cable:1737, 2x UEV超导体导线
gregtech:ga_cable:2737, 4x UEV超导体导线
gregtech:ga_cable:3737, 8x UEV超导体导线
gregtech:ga_cable:4737, 16x UEV超导体导线
gregtech:ga_cable:5737, 1x UEV超导体线缆
